82,1
41,9
51,6
-45,9
81,6
17,6
-34,1
-80,6
-48,4
-11,8
95,5
63,5
45,7
82,6
-32,7
65,4
41,6
-20,7
47,3
54,9
54,5
57,6
-45,5
-21
-2,3
-64,2
-93,7
52,1
81,2
-46,6
-84,2
-10
80,3
9,9
48
85,5
27,4
-58,8
49,4
40,8
61,6
-84,7
-69,1
85,6
7,4
88,4
1,5
-51,8
-68,8
-77,4
66
89,1
-17,5
47,3
55,5
-75,6
-12,7
-27,4
56,3
45,8
11,3
13,7
-61,8
98,1
-27,6
5,5
83,2
-64,2
-65,4
-18,2
-62
0,4
29,8
-93,6
93,3
39,2
26,7
-31,1
71,6
9,3
34,2
58
20,9
58,6
-12,6
-73,4
-92,5
-67
54,3
23,5
-1,9
-45,2
-15,1
-96,4
-70,5
-52,2
77
-67,3
13,1
-98,1
-94,8
-34,3
-86,4
49,3
84,6
-34,5
-40,7
-24
53,9
-83,8
-2,3
-81,7
1
-53,1
-88,4
53,2
92,8
-20,4
10,7
-54,2
-2,1
50,2
-18,6
11
83,7
83,1
-84,5
26,2
76,9
45,4
62,2
-6
55,7
69,6
4,1
-31,6
44,3
71,5
73,9
-78,2
67,2
31,4
-21
38
-74,2
-20,3
53,8
-62,1
91,9
-23,7
-45,1
-2,6
22
-32,7
3,9
-45,1
84,3
2,6
65,6
-98,6
-50
33
-0,9
-91,5
-46
-96,3
-37,5
31,3
42,8
43,2
-91,2
-78,7
5,6
-11,2
-21,5
66,5
-28,8
43,4
-14,9
3,9
-70,8
77,5
34,2
0,6
-9,6
-35,3
71,9
-11,6
-34,3
-50,9
-15,9
-58,3
-94,2
72,4
71,8
-65,9
-67,7
-29,5
-16
-77,9
-82,8
-77,5
-4,9
-51,3
-32,6
-66,4
91,7
-66,8
88,7
37,4
83,7
-59,1
-82,5
-38,3
72,2
-27,6
98,7
98,5
18
89,2
-68,3
74,1
-34,5
-6,4
-40,9
67,1
-84,5
33,1
16,9
-55,7
34,1
-99,4
-40,7
-37,1
-13,3
-93,3
-17,6
-14,5
-66,9
-43,2
-27
38,7
-0,4
28,3
-34,7
-56,8
-75,8
44,1
-99,8
-0,6
-64,6
-66,2
52,4
-5,3
90,4
-57
56,9
-98,6
89,6
0,3
-81,9
-41,4
16,2
44,4
-96,8
83
81,5
54,5
74,9
65,4
89,9
13,2
